ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
PAK,485332,Number of women with a live birth in the last five (or three) years,3378,0,PK,Pakistan,1991,PK1991DHS,RH_ANCP_W_NUM,83363130,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWNUM,,1990-91,DHS,,3294,,
PAK,537005,Number of women with a live birth in the last five (or three) years,4061,0,PK,Pakistan,1991,PK1991DHS,RH_ANCP_W_NUM,83363130,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHANCPWNUM,,1990-91,DHS,,4029,,
PAK,304381,Number of women with a live birth in the last five (or three) years (unweighted),3294,0,PK,Pakistan,1991,PK1991DHS,RH_ANCP_W_UNW,83363140,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWUNW,,1990-91,DHS,3378,,,
PAK,537054,Number of women with a live birth in the last five (or three) years (unweighted),4029,0,PK,Pakistan,1991,PK1991DHS,RH_ANCP_W_UNW,83363140,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHANCPWUNW,,1990-91,DHS,4061,,,
PAK,372966,Place of delivery: Public sector,7.7,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_PUB,83566010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPUB,,1990-91,DHS,4078,3978,,
PAK,536985,Place of delivery: Public sector,7.1,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_PUB,83566010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCPUB,,1990-91,DHS,6492,6428,,
PAK,372969,Place of delivery: Private sector,6.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPRV,,1990-91,DHS,4078,3978,,
PAK,536976,Place of delivery: Private sector,6.2,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCPRV,,1990-91,DHS,6492,6428,,
PAK,372970,Place of delivery: At home,84.9,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCHOM,,1990-91,DHS,4078,3978,,
PAK,536977,Place of delivery: At home,85.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCHOM,,1990-91,DHS,6492,6428,,
PAK,372971,Place of delivery: Other,0.2,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCOTH,,1990-91,DHS,4078,3978,,
PAK,536978,Place of delivery: Other,0.1,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCOTH,,1990-91,DHS,6492,6428,,
PAK,372972,Place of delivery: don't know or missing,0.9,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDKM,,1990-91,DHS,4078,3978,,
PAK,536979,Place of delivery: don't know or missing,1.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCDKM,,1990-91,DHS,6492,6428,,
PAK,372967,Place of delivery: Total,100,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCTOT,,1990-91,DHS,4078,3978,,
PAK,536986,Place of delivery: Total,100,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCTOT,,1990-91,DHS,6492,6428,,
PAK,372968,Place of delivery: Health facility,14,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,,1990-91,DHS,4078,3978,,
PAK,536987,Place of delivery: Health facility,13.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCDHF,,1990-91,DHS,6492,6428,,
PAK,382342,Number of live births in the last five (or three) years,4078,0,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCNUM,,1990-91,DHS,,3978,,
PAK,536984,Number of live births in the last five (or three) years,6492,0,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCNUM,,1990-91,DHS,,6428,,
PAK,282818,Number of live births in the last five (or three) years (unweighted),3978,0,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCUNW,,1990-91,DHS,4078,,,
PAK,537003,Number of live births in the last five (or three) years (unweighted),6428,0,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELPCUNW,,1990-91,DHS,6492,,,
PAK,342774,Assistance during delivery: Doctor,12.8,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACDOC,,1990-91,DHS,4078,3978,,
PAK,536968,Assistance during delivery: Doctor,12.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACDOC,,1990-91,DHS,6492,6428,,
PAK,342777,Assistance during delivery: Nurse/midwife,5,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNRS,,1990-91,DHS,4078,3978,,
PAK,536969,Assistance during delivery: Nurse/midwife,4.9,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACNRS,,1990-91,DHS,6492,6428,,
PAK,342778,Assistance during delivery: Other health worker,17.6,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_OHW,83606040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACOHW,,1990-91,DHS,4078,3978,,
PAK,536975,Assistance during delivery: Other health worker,18,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_OHW,83606040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACOHW,,1990-91,DHS,6492,6428,,
PAK,342775,Assistance during delivery: Traditional birth attendant,52.5,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTBA,,1990-91,DHS,4078,3978,,
PAK,536980,Assistance during delivery: Traditional birth attendant,52.4,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACTBA,,1990-91,DHS,6492,6428,,
PAK,342779,Assistance during delivery: Relative or other,9.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACREL,,1990-91,DHS,4078,3978,,
PAK,536973,Assistance during delivery: Relative or other,9.4,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACREL,,1990-91,DHS,6492,6428,,
PAK,342776,Assistance during delivery: No one,1.7,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNON,,1990-91,DHS,4078,3978,,
PAK,536981,Assistance during delivery: No one,1.6,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACNON,,1990-91,DHS,6492,6428,,
PAK,342780,Assistance during delivery: don't know or missing,1.2,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACDKM,,1990-91,DHS,4078,3978,,
PAK,536974,Assistance during delivery: don't know or missing,1.5,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACDKM,,1990-91,DHS,6492,6428,,
PAK,342781,Assistance during delivery: Total,100,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTOT,,1990-91,DHS,4078,3978,,
PAK,536970,Assistance during delivery: Total,100,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACTOT,,1990-91,DHS,6492,6428,,
PAK,342782,Assistance during delivery from a skilled provider,17.8,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACSKP,,1990-91,DHS,4078,3978,,
PAK,536971,Assistance during delivery from a skilled provider,17.2,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACSKP,,1990-91,DHS,6492,6428,,
PAK,342785,Delivery by cesarean section,2.9,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACCSC,,1990-91,DHS,4078,3978,,
PAK,536972,Delivery by cesarean section,2.7,1,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACCSC,,1990-91,DHS,6492,6428,,
PAK,199398,Number of live births in the last five (or three) years,4078,0,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNUM,,1990-91,DHS,,3978,,
PAK,536983,Number of live births in the last five (or three) years,6492,0,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACNUM,,1990-91,DHS,,6428,,
PAK,342741,Number of live births in the last five (or three) years (unweighted),3978,0,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACUNW,,1990-91,DHS,4078,,,
PAK,536962,Number of live births in the last five (or three) years (unweighted),6428,0,PK,Pakistan,1991,PK1991DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,RHDELACUNW,,1990-91,DHS,6492,,,
PAK,442518,Children with symptoms of ARI,17.9,1,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_ARI,93966010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCARI,,1990-91,DHS,3727,3672,,
PAK,537010,Children with symptoms of ARI,15.8,1,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_ARI,93966010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCARI,,1990-91,DHS,5860,5902,,
PAK,442519,Number of children born in the last five (or three) years,3727,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_NUM,93966020,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCNUM,,1990-91,DHS,,3672,,
PAK,537037,Number of children born in the last five (or three) years,5860,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_NUM,93966020,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCNUM,,1990-91,DHS,,5902,,
PAK,158218,Number of children born in the last five (or three) years (unweighted),3672,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_UNW,93966030,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCUNW,,1990-91,DHS,3727,,,
PAK,537084,Number of children born in the last five (or three) years (unweighted),5902,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_UNW,93966030,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCUNW,,1990-91,DHS,5860,,,
PAK,510103,Children with symptoms of ARI taken to a health facility,67.8,1,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_ADV,93966040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCADV,,1990-91,DHS,668,622,,
PAK,537068,Children with symptoms of ARI taken to a health facility,66.3,1,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_ADV,93966040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCADV,,1990-91,DHS,928,868,,
PAK,510102,Number of children with symptoms of ARI born in the last five (or three) years,668,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_NM2,93966060,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCNM2,,1990-91,DHS,,622,,
PAK,537047,Number of children with symptoms of ARI born in the last five (or three) years,928,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_NM2,93966060,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCNM2,,1990-91,DHS,,868,,
PAK,158219,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),622,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_UN2,93966070,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCUN2,,1990-91,DHS,668,,,
PAK,537034,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),868,0,PK,Pakistan,1991,PK1991DHS,CH_ARIS_C_UN2,93966070,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCUN2,,1990-91,DHS,928,,,
PAK,441418,Advice or treatment for fever sought from a health facility or provider,65.8,1,PK,Pakistan,1991,PK1991DHS,CH_FEVT_C_ADV,94036010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHFEVTCADV,,1990-91,DHS,1252,1171,,
PAK,537086,Advice or treatment for fever sought from a health facility or provider,64.6,1,PK,Pakistan,1991,PK1991DHS,CH_FEVT_C_ADV,94036010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHFEVTCADV,,1990-91,DHS,1751,1663,,
PAK,460252,Number of children with fever in the last two weeks,1252,0,PK,Pakistan,1991,PK1991DHS,CH_FEVT_C_NUM,94036040,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHFEVTCNUM,,1990-91,DHS,,1171,,
PAK,537041,Number of children with fever in the last two weeks,1751,0,PK,Pakistan,1991,PK1991DHS,CH_FEVT_C_NUM,94036040,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHFEVTCNUM,,1990-91,DHS,,1663,,
PAK,317333,Number of children with fever in the last two weeks (unweighted),1171,0,PK,Pakistan,1991,PK1991DHS,CH_FEVT_C_UNW,94036050,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHFEVTCUNW,,1990-91,DHS,1252,,,
PAK,537095,Number of children with fever in the last two weeks (unweighted),1663,0,PK,Pakistan,1991,PK1991DHS,CH_FEVT_C_UNW,94036050,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHFEVTCUNW,,1990-91,DHS,1751,,,
PAK,469574,Treatment of diarrhea: Taken to a health facility,48.6,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ADV,94106010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCADV,,1990-91,DHS,671,624,,
PAK,536992,Treatment of diarrhea: Taken to a health facility,47.8,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ADV,94106010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCADV,,1990-91,DHS,849,786,,
PAK,469577,Treatment of diarrhea: Oral rehydration solution (ORS),38.1,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORS,94106020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORS,,1990-91,DHS,671,624,,
PAK,536995,Treatment of diarrhea: Oral rehydration solution (ORS),38.5,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORS,94106020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORS,,1990-91,DHS,849,786,,
PAK,469578,Treatment of diarrhea: Recommended home fluids (RHF) at home,12.4,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_RHF,94106030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCRHF,,1990-91,DHS,671,624,,
PAK,536996,Treatment of diarrhea: Recommended home fluids (RHF) at home,12,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_RHF,94106030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCRHF,,1990-91,DHS,849,786,,
PAK,469579,Treatment of diarrhea: Either ORS or RHF,41.1,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORT,,1990-91,DHS,671,624,,
PAK,536989,Treatment of diarrhea: Either ORS or RHF,41.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORT,,1990-91,DHS,849,786,,
PAK,469580,Treatment of diarrhea: Increased fluids,8.9,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCINC,,1990-91,DHS,671,624,,
PAK,536990,Treatment of diarrhea: Increased fluids,8.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_INC,94106050,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCINC,,1990-91,DHS,849,786,,
PAK,469581,Treatment of diarrhea: ORT or increased fluids,41.1,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORI,,1990-91,DHS,671,624,,
PAK,536991,Treatment of diarrhea: ORT or increased fluids,41.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORI,94106060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORI,,1990-91,DHS,849,786,,
PAK,469570,"Treatment of diarrhea: No ORS, RHF or increased fluids",58.9,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNON,,1990-91,DHS,671,624,,
PAK,536988,"Treatment of diarrhea: No ORS, RHF or increased fluids",58.3,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_NON,94106070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNON,,1990-91,DHS,849,786,,
PAK,469575,Treatment of diarrhea: Antibiotics,9.4,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ABI,94106080,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCABI,,1990-91,DHS,671,624,,
PAK,536993,Treatment of diarrhea: Antibiotics,9.3,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ABI,94106080,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCABI,,1990-91,DHS,849,786,,
PAK,469571,Treatment of diarrhea: Intravenous solution,0.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCIVS,,1990-91,DHS,671,624,,
PAK,536997,Treatment of diarrhea: Intravenous solution,0.5,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_IVS,94106110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCIVS,,1990-91,DHS,849,786,,
PAK,469572,Treatment of diarrhea: Home remedy - other,21.2,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCHOM,,1990-91,DHS,671,624,,
PAK,536998,Treatment of diarrhea: Home remedy - other,24.3,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_HOM,94106130,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCHOM,,1990-91,DHS,849,786,,
PAK,469573,Treatment of diarrhea: No treatment,34.8,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNOT,,1990-91,DHS,671,624,,
PAK,536999,Treatment of diarrhea: No treatment,33.2,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_NOT,94106140,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNOT,,1990-91,DHS,849,786,,
PAK,469576,Treatment of diarrhea: don't know or missing,10.3,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCDKM,,1990-91,DHS,671,624,,
PAK,536982,Treatment of diarrhea: don't know or missing,10.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_DKM,94106150,S,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCDKM,,1990-91,DHS,849,786,,
PAK,486609,Number of children born in the last five (or three) years,671,0,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCNUM,,1990-91,DHS,,624,,
PAK,536994,Number of children born in the last five (or three) years,849,0,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_NUM,94106160,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCNUM,,1990-91,DHS,,786,,
PAK,329538,Number of children born in the last five (or three) years (unweighted),624,0,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_UNW,94106170,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCUNW,,1990-91,DHS,671,,,
