ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh
PAK,Balochistan,2607703,Married women currently using any modern method of contraception,1.7,1,PK,Pakistan,1991,PK1991DHS,FP_CUSM_W_MOD,32633020,I,440005,1440005,Region,Balochistan,0,,0,1,FPCUSMWMOD,PKDHS1991440005,1990-91,DHS,254,922,,
PAK,Punjab including Islamabad (ICT),3775722,Unmet need for family planning,30.7,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_UNT,32933030,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FPNADMWUNT,PKDHS1991440001,1990-91,DHS,3768,2110,,
PAK,Sindh,3774334,Unmet need for family planning,27.2,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_UNT,32933030,I,440003,1440003,Region,Sindh,0,,0,1,FPNADMWUNT,PKDHS1991440003,1990-91,DHS,1486,1741,,
PAK,Khyber Pakhtunkhwa,1861320,Unmet need for family planning,36.7,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_UNT,32933030,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FPNADMWUNT,PKDHS1991440004,1990-91,DHS,856,1620,,
PAK,Balochistan,1365777,Unmet need for family planning,26.3,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_UNT,32933030,I,440005,1440005,Region,Balochistan,0,,0,1,FPNADMWUNT,PKDHS1991440005,1990-91,DHS,254,922,,
PAK,Punjab including Islamabad (ICT),1661036,Demand for family planning satisfied by modern methods,22.5,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_PDM,32933150,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FPNADMWPDM,PKDHS1991440001,1990-91,DHS,1646,1004,,
PAK,Sindh,2341706,Demand for family planning satisfied by modern methods,22.9,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_PDM,32933150,I,440003,1440003,Region,Sindh,0,,0,1,FPNADMWPDM,PKDHS1991440003,1990-91,DHS,588,750,,
PAK,Khyber Pakhtunkhwa,3775724,Demand for family planning satisfied by modern methods,16.7,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_PDM,32933150,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FPNADMWPDM,PKDHS1991440004,1990-91,DHS,387,789,,
PAK,Balochistan,1431713,Demand for family planning satisfied by modern methods,5.9,1,PK,Pakistan,1991,PK1991DHS,FP_NADM_W_PDM,32933150,I,440005,1440005,Region,Balochistan,0,,0,1,FPNADMWPDM,PKDHS1991440005,1990-91,DHS,72,317,,
PAK,Punjab including Islamabad (ICT),3133781,Median age at first marriage [Women]: 25-49,19,1,PK,Pakistan,1991,PK1991DHS,MA_AAFM_W_M2B,41633090,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,MAAAFMWM2B,PKDHS1991440001,1990-91,DHS,,,,
PAK,Sindh,3137510,Median age at first marriage [Women]: 25-49,17.1,1,PK,Pakistan,1991,PK1991DHS,MA_AAFM_W_M2B,41633090,I,440003,1440003,Region,Sindh,0,,0,1,MAAAFMWM2B,PKDHS1991440003,1990-91,DHS,,,,
PAK,Khyber Pakhtunkhwa,3134073,Median age at first marriage [Women]: 25-49,19.3,1,PK,Pakistan,1991,PK1991DHS,MA_AAFM_W_M2B,41633090,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,MAAAFMWM2B,PKDHS1991440004,1990-91,DHS,,,,
PAK,Balochistan,3135447,Median age at first marriage [Women]: 25-49,17.7,1,PK,Pakistan,1991,PK1991DHS,MA_AAFM_W_M2B,41633090,I,440005,1440005,Region,Balochistan,0,,0,1,MAAAFMWM2B,PKDHS1991440005,1990-91,DHS,,,,
PAK,Punjab including Islamabad (ICT),3279788,Infant mortality rate,104,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_IMR,63206030,I,440001,1440001,Region,Punjab including Islamabad (ICT),14003,Ten years preceding the survey,0,1,CMECMRCIMR,PKDHS1991440001,1990-91,DHS,,,90,119
PAK,Sindh,3283609,Infant mortality rate,81,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_IMR,63206030,I,440003,1440003,Region,Sindh,14003,Ten years preceding the survey,0,1,CMECMRCIMR,PKDHS1991440003,1990-91,DHS,,,68,93
PAK,Khyber Pakhtunkhwa,2837179,Infant mortality rate,80,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_IMR,63206030,I,440004,1440004,Region,Khyber Pakhtunkhwa,14003,Ten years preceding the survey,0,1,CMECMRCIMR,PKDHS1991440004,1990-91,DHS,,,59,100
PAK,Balochistan,3281915,Infant mortality rate,72,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_IMR,63206030,I,440005,1440005,Region,Balochistan,14003,Ten years preceding the survey,0,1,CMECMRCIMR,PKDHS1991440005,1990-91,DHS,,,32,113
PAK,Punjab including Islamabad (ICT),3278919,Under-five mortality rate,133,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_U5M,63206050,I,440001,1440001,Region,Punjab including Islamabad (ICT),14003,Ten years preceding the survey,0,1,CMECMRCU5M,PKDHS1991440001,1990-91,DHS,,,115,150
PAK,Sindh,2776656,Under-five mortality rate,106,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_U5M,63206050,I,440003,1440003,Region,Sindh,14003,Ten years preceding the survey,0,1,CMECMRCU5M,PKDHS1991440003,1990-91,DHS,,,92,120
PAK,Khyber Pakhtunkhwa,3278917,Under-five mortality rate,98,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_U5M,63206050,I,440004,1440004,Region,Khyber Pakhtunkhwa,14003,Ten years preceding the survey,0,1,CMECMRCU5M,PKDHS1991440004,1990-91,DHS,,,77,118
PAK,Balochistan,2850899,Under-five mortality rate,101,0,PK,Pakistan,1991,PK1991DHS,CM_ECMR_C_U5M,63206050,I,440005,1440005,Region,Balochistan,14003,Ten years preceding the survey,0,1,CMECMRCU5M,PKDHS1991440005,1990-91,DHS,,,37,165
PAK,Punjab including Islamabad (ICT),256246,Place of delivery: Health facility,11.4,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440001,1440001,Region,Punjab including Islamabad (ICT),14000,Three years preceding the survey,0,0,RHDELPCDHF,PKDHS1991440001,1990-91,DHS,2504,1381,,
PAK,Punjab including Islamabad (ICT),2199535,Place of delivery: Health facility,10.5,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440001,1440001,Region,Punjab including Islamabad (ICT),14001,Five years preceding the survey,0,1,RHDELPCDHF,PKDHS1991440001,1990-91,DHS,3973,2211,,
PAK,Sindh,1416117,Place of delivery: Health facility,27.3,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440003,1440003,Region,Sindh,14000,Three years preceding the survey,0,0,RHDELPCDHF,PKDHS1991440003,1990-91,DHS,876,1046,,
PAK,Sindh,897527,Place of delivery: Health facility,27.6,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440003,1440003,Region,Sindh,14001,Five years preceding the survey,0,1,RHDELPCDHF,PKDHS1991440003,1990-91,DHS,1392,1680,,
PAK,Khyber Pakhtunkhwa,256241,Place of delivery: Health facility,7.5,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440004,1440004,Region,Khyber Pakhtunkhwa,14000,Three years preceding the survey,0,0,RHDELPCDHF,PKDHS1991440004,1990-91,DHS,562,1024,,
PAK,Khyber Pakhtunkhwa,1638953,Place of delivery: Health facility,6.6,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440004,1440004,Region,Khyber Pakhtunkhwa,14001,Five years preceding the survey,0,1,RHDELPCDHF,PKDHS1991440004,1990-91,DHS,875,1625,,
PAK,Balochistan,2247140,Place of delivery: Health facility,4,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440005,1440005,Region,Balochistan,14000,Three years preceding the survey,0,0,RHDELPCDHF,PKDHS1991440005,1990-91,DHS,137,527,,
PAK,Balochistan,258092,Place of delivery: Health facility,2.4,1,PK,Pakistan,1991,PK1991DHS,RH_DELP_C_DHF,83566070,I,440005,1440005,Region,Balochistan,14001,Five years preceding the survey,0,1,RHDELPCDHF,PKDHS1991440005,1990-91,DHS,253,912,,
PAK,Punjab including Islamabad (ICT),1595816,Received all 8 basic vaccinations,38.6,1,PK,Pakistan,1991,PK1991DHS,CH_VACC_C_BAS,93906230,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,CHVACCCBAS,PKDHS1991440001,1990-91,DHS,763,427,,
PAK,Sindh,3871559,Received all 8 basic vaccinations,25.3,1,PK,Pakistan,1991,PK1991DHS,CH_VACC_C_BAS,93906230,I,440003,1440003,Region,Sindh,0,,0,1,CHVACCCBAS,PKDHS1991440003,1990-91,DHS,244,298,,
PAK,Khyber Pakhtunkhwa,2231436,Received all 8 basic vaccinations,37.6,1,PK,Pakistan,1991,PK1991DHS,CH_VACC_C_BAS,93906230,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,CHVACCCBAS,PKDHS1991440004,1990-91,DHS,165,301,,
PAK,Balochistan,810678,Received all 8 basic vaccinations,17.8,1,PK,Pakistan,1991,PK1991DHS,CH_VACC_C_BAS,93906230,I,440005,1440005,Region,Balochistan,0,,0,1,CHVACCCBAS,PKDHS1991440005,1990-91,DHS,43,161,,
PAK,Punjab including Islamabad (ICT),1818666,Treatment of diarrhea: Either ORS or RHF,36.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440001,1440001,Region,Punjab including Islamabad (ICT),14000,Three years preceding the survey,0,0,CHDIATCORT,PKDHS1991440001,1990-91,DHS,408,232,,
PAK,Punjab including Islamabad (ICT),1221138,Treatment of diarrhea: Either ORS or RHF,37.7,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440001,1440001,Region,Punjab including Islamabad (ICT),14001,Five years preceding the survey,0,1,CHDIATCORT,PKDHS1991440001,1990-91,DHS,508,285,,
PAK,Sindh,658604,Treatment of diarrhea: Either ORS or RHF,54.9,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440003,1440003,Region,Sindh,14000,Three years preceding the survey,0,0,CHDIATCORT,PKDHS1991440003,1990-91,DHS,179,216,,
PAK,Sindh,790142,Treatment of diarrhea: Either ORS or RHF,53.9,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440003,1440003,Region,Sindh,14001,Five years preceding the survey,0,1,CHDIATCORT,PKDHS1991440003,1990-91,DHS,241,287,,
PAK,Khyber Pakhtunkhwa,2504707,Treatment of diarrhea: Either ORS or RHF,34.3,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440004,1440004,Region,Khyber Pakhtunkhwa,14000,Three years preceding the survey,0,0,CHDIATCORT,PKDHS1991440004,1990-91,DHS,66,116,,
PAK,Khyber Pakhtunkhwa,664629,Treatment of diarrhea: Either ORS or RHF,32.2,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440004,1440004,Region,Khyber Pakhtunkhwa,14001,Five years preceding the survey,0,1,CHDIATCORT,PKDHS1991440004,1990-91,DHS,78,139,,
PAK,Balochistan,2925260,Treatment of diarrhea: Either ORS or RHF,30.4,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440005,1440005,Region,Balochistan,14000,Three years preceding the survey,0,0,CHDIATCORT,PKDHS1991440005,1990-91,DHS,18,60,,
PAK,Balochistan,1598464,Treatment of diarrhea: Either ORS or RHF,32.3,1,PK,Pakistan,1991,PK1991DHS,CH_DIAT_C_ORT,94106040,I,440005,1440005,Region,Balochistan,14001,Five years preceding the survey,0,1,CHDIATCORT,PKDHS1991440005,1990-91,DHS,21,75,,
PAK,Punjab including Islamabad (ICT),1613715,Children stunted,49,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_HA2,104236020,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,CNNUTSCHA2,PKDHS1991440001,1990-91,DHS,2401,1396,,
PAK,Sindh,3600131,Children stunted,59.3,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_HA2,104236020,I,440003,1440003,Region,Sindh,0,,0,1,CNNUTSCHA2,PKDHS1991440003,1990-91,DHS,939,1165,,
PAK,Khyber Pakhtunkhwa,1998595,Children stunted,64.3,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_HA2,104236020,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,CNNUTSCHA2,PKDHS1991440004,1990-91,DHS,588,1087,,
PAK,Balochistan,3597091,Children stunted,72.9,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_HA2,104236020,I,440005,1440005,Region,Balochistan,0,,0,1,CNNUTSCHA2,PKDHS1991440005,1990-91,DHS,103,395,,
PAK,Punjab including Islamabad (ICT),1613722,Children wasted,12.9,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WH2,104236050,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,CNNUTSCWH2,PKDHS1991440001,1990-91,DHS,2401,1396,,
PAK,Sindh,3600152,Children wasted,13,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WH2,104236050,I,440003,1440003,Region,Sindh,0,,0,1,CNNUTSCWH2,PKDHS1991440003,1990-91,DHS,939,1165,,
PAK,Khyber Pakhtunkhwa,1998623,Children wasted,7.4,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WH2,104236050,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,CNNUTSCWH2,PKDHS1991440004,1990-91,DHS,588,1087,,
PAK,Balochistan,3597096,Children wasted,8.8,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WH2,104236050,I,440005,1440005,Region,Balochistan,0,,0,1,CNNUTSCWH2,PKDHS1991440005,1990-91,DHS,103,395,,
PAK,Punjab including Islamabad (ICT),1613717,Children underweight,32.6,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WA2,104236090,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,CNNUTSCWA2,PKDHS1991440001,1990-91,DHS,2401,1396,,
PAK,Sindh,3600133,Children underweight,44.2,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WA2,104236090,I,440003,1440003,Region,Sindh,0,,0,1,CNNUTSCWA2,PKDHS1991440003,1990-91,DHS,939,1165,,
PAK,Khyber Pakhtunkhwa,1998597,Children underweight,32.6,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WA2,104236090,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,CNNUTSCWA2,PKDHS1991440004,1990-91,DHS,588,1087,,
PAK,Balochistan,3597110,Children underweight,51,1,PK,Pakistan,1991,PK1991DHS,CN_NUTS_C_WA2,104236090,I,440005,1440005,Region,Balochistan,0,,0,1,CNNUTSCWA2,PKDHS1991440005,1990-91,DHS,103,395,,
PAK,Punjab including Islamabad (ICT),3603550,Median duration of exclusive breastfeeding,0.7,1,PK,Pakistan,1991,PK1991DHS,CN_BFDR_C_MDE,104336020,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,CNBFDRCMDE,PKDHS1991440001,1990-91,DHS,,,,
PAK,Sindh,3600189,Median duration of exclusive breastfeeding,0.4,1,PK,Pakistan,1991,PK1991DHS,CN_BFDR_C_MDE,104336020,I,440003,1440003,Region,Sindh,0,,0,1,CNBFDRCMDE,PKDHS1991440003,1990-91,DHS,,,,
PAK,Khyber Pakhtunkhwa,3603578,Median duration of exclusive breastfeeding,3.9,1,PK,Pakistan,1991,PK1991DHS,CN_BFDR_C_MDE,104336020,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,CNBFDRCMDE,PKDHS1991440004,1990-91,DHS,,,,
PAK,Balochistan,3597160,Median duration of exclusive breastfeeding,2.7,1,PK,Pakistan,1991,PK1991DHS,CN_BFDR_C_MDE,104336020,I,440005,1440005,Region,Balochistan,0,,0,1,CNBFDRCMDE,PKDHS1991440005,1990-91,DHS,,,,
PAK,Punjab including Islamabad (ICT),156108,Women with secondary or higher education,13.2,1,PK,Pakistan,1991,PK1991DHS,ED_EDUC_W_SEH,211203100,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,EDEDUCWSEH,PKDHS1991440001,1990-91,DHS,3948,2207,,
PAK,Sindh,1573536,Women with secondary or higher education,13,1,PK,Pakistan,1991,PK1991DHS,ED_EDUC_W_SEH,211203100,I,440003,1440003,Region,Sindh,0,,0,1,EDEDUCWSEH,PKDHS1991440003,1990-91,DHS,1529,1798,,
PAK,Khyber Pakhtunkhwa,1096050,Women with secondary or higher education,5.3,1,PK,Pakistan,1991,PK1991DHS,ED_EDUC_W_SEH,211203100,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,EDEDUCWSEH,PKDHS1991440004,1990-91,DHS,878,1665,,
PAK,Balochistan,2474750,Women with secondary or higher education,1.8,1,PK,Pakistan,1991,PK1991DHS,ED_EDUC_W_SEH,211203100,I,440005,1440005,Region,Balochistan,0,,0,1,EDEDUCWSEH,PKDHS1991440005,1990-91,DHS,255,941,,
PAK,Punjab including Islamabad (ICT),1869957,Households with electricity,59.3,1,PK,Pakistan,1991,PK1991DHS,HC_ELEC_H_ELC,240301010,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,HCELECHELC,PKDHS1991440001,1990-91,DHS,4398,2598,,
PAK,Sindh,1123582,Households with electricity,58.6,1,PK,Pakistan,1991,PK1991DHS,HC_ELEC_H_ELC,240301010,I,440003,1440003,Region,Sindh,0,,0,1,HCELECHELC,PKDHS1991440003,1990-91,DHS,1689,2071,,
PAK,Khyber Pakhtunkhwa,1086898,Households with electricity,68.2,1,PK,Pakistan,1991,PK1991DHS,HC_ELEC_H_ELC,240301010,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,HCELECHELC,PKDHS1991440004,1990-91,DHS,865,1609,,
PAK,Balochistan,1535245,Households with electricity,40.4,1,PK,Pakistan,1991,PK1991DHS,HC_ELEC_H_ELC,240301010,I,440005,1440005,Region,Balochistan,0,,0,1,HCELECHELC,PKDHS1991440005,1990-91,DHS,241,915,,
PAK,Punjab including Islamabad (ICT),3606826,Total fertility rate 15-49,3.9,1,PK,Pakistan,2006,PK2006DHS,FE_FRTR_W_TFR,11763080,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FEFRTRWTFR,PKDHS2006440001,2006-07,DHS,,,,
PAK,Sindh,3610942,Total fertility rate 15-49,4.3,1,PK,Pakistan,2006,PK2006DHS,FE_FRTR_W_TFR,11763080,I,440003,1440003,Region,Sindh,0,,0,1,FEFRTRWTFR,PKDHS2006440003,2006-07,DHS,,,,
PAK,Khyber Pakhtunkhwa,3608609,Total fertility rate 15-49,4.3,1,PK,Pakistan,2006,PK2006DHS,FE_FRTR_W_TFR,11763080,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FEFRTRWTFR,PKDHS2006440004,2006-07,DHS,,,,
PAK,Balochistan,3613665,Total fertility rate 15-49,4.1,1,PK,Pakistan,2006,PK2006DHS,FE_FRTR_W_TFR,11763080,I,440005,1440005,Region,Balochistan,0,,0,1,FEFRTRWTFR,PKDHS2006440005,2006-07,DHS,,,,
PAK,Punjab including Islamabad (ICT),2211652,Married women currently using any method of contraception,33.2,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_ANY,32633010,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FPCUSMWANY,PKDHS2006440001,2006-07,DHS,5495,4041,,
PAK,Sindh,2072289,Married women currently using any method of contraception,26.7,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_ANY,32633010,I,440003,1440003,Region,Sindh,0,,0,1,FPCUSMWANY,PKDHS2006440003,2006-07,DHS,2317,2611,,
PAK,Khyber Pakhtunkhwa,3777547,Married women currently using any method of contraception,24.9,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_ANY,32633010,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FPCUSMWANY,PKDHS2006440004,2006-07,DHS,1301,1792,,
PAK,Balochistan,1654623,Married women currently using any method of contraception,14.4,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_ANY,32633010,I,440005,1440005,Region,Balochistan,0,,0,1,FPCUSMWANY,PKDHS2006440005,2006-07,DHS,443,1136,,
PAK,Punjab including Islamabad (ICT),2211653,Married women currently using any modern method of contraception,23.1,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_MOD,32633020,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FPCUSMWMOD,PKDHS2006440001,2006-07,DHS,5495,4041,,
PAK,Sindh,2072290,Married women currently using any modern method of contraception,22,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_MOD,32633020,I,440003,1440003,Region,Sindh,0,,0,1,FPCUSMWMOD,PKDHS2006440003,2006-07,DHS,2317,2611,,
PAK,Khyber Pakhtunkhwa,3777550,Married women currently using any modern method of contraception,18.7,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_MOD,32633020,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FPCUSMWMOD,PKDHS2006440004,2006-07,DHS,1301,1792,,
PAK,Balochistan,1654624,Married women currently using any modern method of contraception,13.4,1,PK,Pakistan,2006,PK2006DHS,FP_CUSM_W_MOD,32633020,I,440005,1440005,Region,Balochistan,0,,0,1,FPCUSMWMOD,PKDHS2006440005,2006-07,DHS,443,1136,,
PAK,Punjab including Islamabad (ICT),2618448,Unmet need for family planning,23,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_UNT,32933030,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FPNADMWUNT,PKDHS2006440001,2006-07,DHS,5495,4041,,
PAK,Sindh,2190631,Unmet need for family planning,25.8,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_UNT,32933030,I,440003,1440003,Region,Sindh,0,,0,1,FPNADMWUNT,PKDHS2006440003,2006-07,DHS,2317,2611,,
PAK,Khyber Pakhtunkhwa,3777648,Unmet need for family planning,31,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_UNT,32933030,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FPNADMWUNT,PKDHS2006440004,2006-07,DHS,1301,1792,,
PAK,Balochistan,2075520,Unmet need for family planning,31.9,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_UNT,32933030,I,440005,1440005,Region,Balochistan,0,,0,1,FPNADMWUNT,PKDHS2006440005,2006-07,DHS,443,1136,,
PAK,Punjab including Islamabad (ICT),2617472,Demand for family planning satisfied by modern methods,41.1,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_PDM,32933150,I,440001,1440001,Region,Punjab including Islamabad (ICT),0,,0,1,FPNADMWPDM,PKDHS2006440001,2006-07,DHS,3085,2312,,
PAK,Sindh,2000047,Demand for family planning satisfied by modern methods,41.9,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_PDM,32933150,I,440003,1440003,Region,Sindh,0,,0,1,FPNADMWPDM,PKDHS2006440003,2006-07,DHS,1216,1344,,
PAK,Khyber Pakhtunkhwa,1977311,Demand for family planning satisfied by modern methods,33.4,1,PK,Pakistan,2006,PK2006DHS,FP_NADM_W_PDM,32933150,I,440004,1440004,Region,Khyber Pakhtunkhwa,0,,0,1,FPNADMWPDM,PKDHS2006440004,2006-07,DHS,727,1032,,
